Column1,Column2,Column4,Column5,Column6,Column7,Column10,col11
24305,中華航空,KIX,20240227,950,230,1320,2797
30357,長榮航空,KIX,20240227,630,225,955,2798
30357,長榮航空,KIX,20240227,830,225,1155,2799
30357,長榮航空,KIX,20240227,1300,225,1625,2800
6042,樂桃,KIX,20240228,1055,230,1425,2801
5351,樂桃,KIX,20240228,1425,230,1755,2802
7606,Thai VietJet Air,KIX,20240228,750,225,1115,2803
9806,國泰航空,KIX,20240228,1115,230,1445,2804
8199,台灣虎航,KIX,20240228,1235,225,1600,2805
6602,樂桃,KIX,20240228,1840,230,2210,2806
9056,馬印航空,KIX,20240228,715,220,1035,2807
11199,台灣虎航,KIX,20240228,700,225,1025,2808
14190,STARLUX Airlines,KIX,20240228,740,230,1110,2809
12409,中華航空,KIX,20240228,1420,225,1745,2810
14136,長榮航空,KIX,20240228,630,225,955,2811
13167,長榮航空,KIX,20240228,1300,225,1625,2812
16981,STARLUX Airlines,KIX,20240228,920,230,1250,2813
17956,中華航空,KIX,20240228,950,230,1320,2814
17867,長榮航空,KIX,20240228,830,225,1155,2815
21454,中華航空,KIX,20240228,810,225,1135,2816
23786,中華航空,KIX,20240228,810,225,1135,2817
23786,中華航空,KIX,20240228,1420,225,1745,2818
23786,中華航空,KIX,20240228,950,230,1320,2819
30357,長榮航空,KIX,20240228,1300,225,1625,2820
30357,長榮航空,KIX,20240228,630,225,955,2821
30357,長榮航空,KIX,20240228,830,225,1155,2822
5759,馬印航空,KIX,20240229,715,220,1035,2823
5687,Thai VietJet Air,KIX,20240229,750,225,1115,2824
4610,樂桃,KIX,20240229,1840,230,2210,2825
6892,台灣虎航,KIX,20240229,700,225,1025,2826
6410,樂桃,KIX,20240229,1055,230,1425,2827
9118,長榮航空,KIX,20240229,830,225,1155,2828
5810,樂桃,KIX,20240229,1425,230,1755,2829
9571,STARLUX Airlines星宇航空,KIX,20240229,920,230,1250,2830
9118,長榮航空,KIX,20240229,630,225,955,2831
9561,中華航空,KIX,20240229,810,225,1135,2832
9561,STARLUX Airlines星宇航空,KIX,20240229,740,230,1110,2833
9561,中華航空,KIX,20240229,950,230,1320,2834
9703,國泰航空,KIX,20240229,1115,230,1445,2835
8885,中華航空,KIX,20240229,1420,225,1745,2836
9118,長榮航空,KIX,20240229,1300,225,1625,2837
11007,日本航空,KIX,20240229,1325,230,1655,2838
18403,日本航空,KIX,20240229,1325,230,1655,2839
23786,中華航空,KIX,20240229,810,225,1135,2840
23786,中華航空,KIX,20240229,1420,225,1745,2841
23786,中華航空,KIX,20240229,950,230,1320,2842
30396,長榮航空,KIX,20240229,630,225,955,2843
30396,長榮航空,KIX,20240229,830,225,1155,2844
30396,長榮航空,KIX,20240229,1300,225,1625,2845
6463,Thai VietJet Air,KIX,20240301,635,225,1000,2846
6400,台灣虎航,KIX,20240301,1205,225,1530,2847
6997,台灣虎航,KIX,20240301,700,225,1025,2848
6410,樂桃,KIX,20240301,1055,230,1425,2849
6773,馬印航空,KIX,20240301,715,220,1035,2850
9118,長榮航空,KIX,20240301,830,225,1155,2851
8386,日本航空,KIX,20240301,1325,230,1655,2852
5810,樂桃,KIX,20240301,1425,230,1755,2853
9561,中華航空,KIX,20240301,810,225,1135,2854
9868,中華航空,KIX,20240301,950,230,1320,2855
9891,長榮航空,KIX,20240301,630,225,955,2856
10311,STARLUX Airlines,KIX,20240301,920,230,1250,2857
10311,STARLUX Airlines,KIX,20240301,740,230,1110,2858
9839,國泰航空,KIX,20240301,1115,230,1445,2859
8885,中華航空,KIX,20240301,1420,225,1745,2860
5810,樂桃,KIX,20240301,1840,230,2210,2861
10342,長榮航空,KIX,20240301,1300,225,1625,2862
18403,日本航空,KIX,20240301,1325,230,1655,2863
23786,中華航空,KIX,20240301,810,225,1135,2864
23786,中華航空,KIX,20240301,1420,225,1745,2865
23786,中華航空,KIX,20240301,950,230,1320,2866
30396,長榮航空,KIX,20240301,630,225,955,2867
30396,長榮航空,KIX,20240301,1300,225,1625,2868
30396,長榮航空,KIX,20240301,830,225,1155,2869
5699,台灣虎航,KIX,20240302,1205,225,1530,2870
6136,Thai VietJet Air,KIX,20240302,635,225,1000,2871
4750,樂桃,KIX,20240302,1425,230,1755,2872
6695,馬印航空,KIX,20240302,715,220,1035,2873
7299,台灣虎航,KIX,20240302,700,225,1025,2874
6410,樂桃,KIX,20240302,1040,230,1410,2875
9118,長榮航空,KIX,20240302,630,225,955,2876
9817,長榮航空,KIX,20240302,830,225,1155,2877
9806,國泰航空,KIX,20240302,1115,230,1445,2878
10311,STARLUX Airlines星宇航空,KIX,20240302,920,230,1250,2879
9118,長榮航空,KIX,20240302,1300,225,1625,2880
10311,STARLUX Airlines星宇航空,KIX,20240302,740,230,1110,2881
9254,中華航空,KIX,20240302,1420,225,1745,2882
5810,樂桃,KIX,20240302,1840,230,2210,2883
12401,中華航空,KIX,20240302,810,225,1135,2884
12409,中華航空,KIX,20240302,950,230,1320,2885
23786,中華航空,KIX,20240302,810,225,1135,2886
23786,中華航空,KIX,20240302,1420,225,1745,2887
23786,中華航空,KIX,20240302,950,230,1320,2888
30194,長榮航空,KIX,20240302,830,225,1155,2889
30194,長榮航空,KIX,20240302,1300,225,1625,2890
30194,長榮航空,KIX,20240302,630,225,955,2891
5777,Thai VietJet Air,KIX,20240303,750,225,1115,2892
6699,台灣虎航,KIX,20240303,700,225,1025,2893
6410,樂桃,KIX,20240303,1055,230,1425,2894
6695,馬印航空,KIX,20240303,715,220,1035,2895
9118,長榮航空,KIX,20240303,630,225,955,2896
9561,STARLUX Airlines星宇航空,KIX,20240303,740,230,1110,2897
9633,中華航空,KIX,20240303,810,225,1135,2898
8934,中華航空,KIX,20240303,1420,225,1745,2899
9806,國泰航空,KIX,20240303,1115,230,1445,2900
9948,中華航空,KIX,20240303,950,230,1320,2901
10311,STARLUX Airlines星宇航空,KIX,20240303,920,230,1250,2902
6410,樂桃,KIX,20240303,1840,230,2210,2903
7210,樂桃,KIX,20240303,1425,230,1755,2904
10342,長榮航空,KIX,20240303,1300,225,1625,2905
12239,長榮航空,KIX,20240303,830,225,1155,2906
23786,中華航空,KIX,20240303,1420,225,1745,2907
23786,中華航空,KIX,20240303,810,225,1135,2908
23786,中華航空,KIX,20240303,950,230,1320,2909
30194,長榮航空,KIX,20240303,1300,225,1625,2910
30194,長榮航空,KIX,20240303,830,225,1155,2911
30194,長榮航空,KIX,20240303,630,225,955,2912
5048,Thai VietJet Air,KIX,20240304,635,225,1000,2913
5904,台灣虎航,KIX,20240304,1230,225,1555,2914
5810,樂桃,KIX,20240304,1055,230,1425,2915
5854,馬印航空,KIX,20240304,715,220,1035,2916
6892,台灣虎航,KIX,20240304,700,225,1025,2917
5210,樂桃,KIX,20240304,1840,230,2210,2918
5810,樂桃,KIX,20240304,1425,230,1755,2919
8992,STARLUX Airlines,KIX,20240304,740,230,1110,2920
9118,長榮航空,KIX,20240304,630,225,955,2921
9413,長榮航空,KIX,20240304,830,225,1155,2922
9561,STARLUX Airlines,KIX,20240304,920,230,1250,2923
9561,中華航空,KIX,20240304,950,230,1320,2924
9561,中華航空,KIX,20240304,810,225,1135,2925
9118,長榮航空,KIX,20240304,1300,225,1625,2926
8885,中華航空,KIX,20240304,1420,225,1745,2927
9810,國泰航空,KIX,20240304,1115,230,1445,2928
11042,日本航空,KIX,20240304,1325,230,1655,2929
18403,日本航空,KIX,20240304,1325,230,1655,2930
24371,中華航空,KIX,20240304,1420,225,1745,2931
24371,中華航空,KIX,20240304,810,225,1135,2932
24371,中華航空,KIX,20240304,950,230,1320,2933
30194,長榮航空,KIX,20240304,1300,225,1625,2934
30194,長榮航空,KIX,20240304,830,225,1155,2935
30654,長榮航空,KIX,20240304,630,225,955,2936
4252,Thai VietJet Air,KIX,20240305,635,225,1000,2937
5199,台灣虎航,KIX,20240305,1205,225,1530,2938
4741,樂桃,KIX,20240305,1425,230,1755,2939
5695,馬印航空,KIX,20240305,715,220,1035,2940
5810,樂桃,KIX,20240305,1055,230,1425,2941
6699,台灣虎航,KIX,20240305,700,225,1025,2942
5210,樂桃,KIX,20240305,1840,230,2210,2943
8992,STARLUX Airlines,KIX,20240305,740,230,1110,2944
8386,日本航空,KIX,20240305,1325,230,1655,2945
9561,STARLUX Airlines,KIX,20240305,920,230,1250,2946
9118,長榮航空,KIX,20240305,630,225,955,2947
9561,中華航空,KIX,20240305,810,225,1135,2948
9561,中華航空,KIX,20240305,950,230,1320,2949
9669,長榮航空,KIX,20240305,830,225,1155,2950
9118,長榮航空,KIX,20240305,1300,225,1625,2951
8885,中華航空,KIX,20240305,1420,225,1745,2952
9836,國泰航空,KIX,20240305,1115,230,1445,2953
18403,日本航空,KIX,20240305,1325,230,1655,2954
23786,中華航空,KIX,20240305,810,225,1135,2955
23786,中華航空,KIX,20240305,1420,225,1745,2956
23786,中華航空,KIX,20240305,950,230,1320,2957
30616,長榮航空,KIX,20240305,1300,225,1625,2958
30616,長榮航空,KIX,20240305,630,225,955,2959
30616,長榮航空,KIX,20240305,830,225,1155,2960
5904,台灣虎航,KIX,20240306,1130,225,1455,2961
5782,Thai VietJet Air,KIX,20240306,750,225,1115,2962
5810,樂桃,KIX,20240306,1055,230,1425,2963
4610,樂桃,KIX,20240306,1840,230,2210,2964
6998,台灣虎航,KIX,20240306,700,225,1025,2965
6773,馬印航空,KIX,20240306,715,220,1035,2966
9579,STARLUX Airlines星宇航空,KIX,20240306,920,230,1250,2967
9126,長榮航空,KIX,20240306,630,225,955,2968
9637,中華航空,KIX,20240306,950,230,1320,2969
9678,長榮航空,KIX,20240306,830,225,1155,2970
6410,樂桃,KIX,20240306,1425,230,1755,2971
8865,中華航空,KIX,20240306,1420,225,1745,2972
9806,國泰航空,KIX,20240306,1115,230,1445,2973
10320,STARLUX Airlines星宇航空,KIX,20240306,740,230,1110,2974
10351,長榮航空,KIX,20240306,1300,225,1625,2975
12430,中華航空,KIX,20240306,810,225,1135,2976
23807,中華航空,KIX,20240306,1420,225,1745,2977
23807,中華航空,KIX,20240306,810,225,1135,2978
23807,中華航空,KIX,20240306,950,230,1320,2979
30221,長榮航空,KIX,20240306,830,225,1155,2980
30221,長榮航空,KIX,20240306,630,225,955,2981
30221,長榮航空,KIX,20240306,1300,225,1625,2982
5969,樂桃,KIX,20240307,1055,230,1425,2983
6773,馬印航空,KIX,20240307,715,220,1035,2984
7493,台灣虎航,KIX,20240307,700,225,1025,2985
9118,長榮航空,KIX,20240307,630,225,955,2986
5810,樂桃,KIX,20240307,1425,230,1755,2987
7494,Thai VietJet Air,KIX,20240307,750,225,1115,2988
9669,長榮航空,KIX,20240307,830,225,1155,2989
8512,日本航空,KIX,20240307,1325,230,1655,2990
10311,STARLUX Airlines星宇航空,KIX,20240307,920,230,1250,2991
10257,中華航空,KIX,20240307,950,230,1320,2992
10311,STARLUX Airlines星宇航空,KIX,20240307,740,230,1110,2993
9703,國泰航空,KIX,20240307,1115,230,1445,2994
8865,中華航空,KIX,20240307,1420,225,1745,2995
5810,樂桃,KIX,20240307,1840,230,2210,2996
12418,中華航空,KIX,20240307,810,225,1135,2997
13167,長榮航空,KIX,20240307,1300,225,1625,2998
18403,日本航空,KIX,20240307,1325,230,1655,2999
23786,中華航空,KIX,20240307,1420,225,1745,3000
23786,中華航空,KIX,20240307,810,225,1135,3001
23786,中華航空,KIX,20240307,950,230,1320,3002
30194,長榮航空,KIX,20240307,630,225,955,3003
30194,長榮航空,KIX,20240307,1300,225,1625,3004
30194,長榮航空,KIX,20240307,830,225,1155,3005
6562,Thai VietJet Air,KIX,20240308,635,225,1000,3006
6400,台灣虎航,KIX,20240308,1205,225,1530,3007
6908,馬印航空,KIX,20240308,715,220,1035,3008
6585,樂桃,KIX,20240308,1055,230,1425,3009
7493,台灣虎航,KIX,20240308,700,225,1025,3010
9118,長榮航空,KIX,20240308,630,225,955,3011
5966,樂桃,KIX,20240308,1425,230,1755,3012
9561,中華航空,KIX,20240308,810,225,1135,3013
9561,中華航空,KIX,20240308,950,230,1320,3014
9669,長榮航空,KIX,20240308,830,225,1155,3015
10311,STARLUX Airlines星宇航空,KIX,20240308,740,230,1110,3016
9837,國泰航空,KIX,20240308,1115,230,1445,3017
6585,樂桃,KIX,20240308,1840,230,2210,3018
12167,STARLUX Airlines星宇航空,KIX,20240308,920,230,1250,3019
11012,日本航空,KIX,20240308,1325,230,1655,3020
18403,日本航空,KIX,20240308,1325,230,1655,3021
17956,中華航空,KIX,20240308,1420,225,1745,3022
17889,長榮航空,KIX,20240308,1300,225,1625,3023
23786,中華航空,KIX,20240308,810,225,1135,3024
23786,中華航空,KIX,20240308,1420,225,1745,3025
23786,中華航空,KIX,20240308,950,230,1320,3026
30651,長榮航空,KIX,20240308,1300,225,1625,3027
30651,長榮航空,KIX,20240308,630,225,955,3028
30651,長榮航空,KIX,20240308,830,225,1155,3029
5365,樂桃,KIX,20240309,1040,230,1410,3030
6199,台灣虎航,KIX,20240309,1205,225,1530,3031
6562,Thai VietJet Air,KIX,20240309,635,225,1000,3032
6695,馬印航空,KIX,20240309,715,220,1035,3033
7299,台灣虎航,KIX,20240309,700,225,1025,3034
5348,樂桃,KIX,20240309,1425,230,1755,3035
9118,長榮航空,KIX,20240309,630,225,955,3036
9669,長榮航空,KIX,20240309,830,225,1155,3037
9839,國泰航空,KIX,20240309,1115,230,1445,3038
10311,STARLUX Airlines星宇航空,KIX,20240309,920,230,1250,3039
10311,STARLUX Airlines星宇航空,KIX,20240309,740,230,1110,3040
8885,中華航空,KIX,20240309,1420,225,1745,3041
9669,長榮航空,KIX,20240309,1300,225,1625,3042
5810,樂桃,KIX,20240309,1840,230,2210,3043
12418,中華航空,KIX,20240309,810,225,1135,3044
12418,中華航空,KIX,20240309,950,230,1320,3045
23786,中華航空,KIX,20240309,810,225,1135,3046
23786,中華航空,KIX,20240309,1420,225,1745,3047
23786,中華航空,KIX,20240309,950,230,1320,3048
30651,長榮航空,KIX,20240309,830,225,1155,3049
30651,長榮航空,KIX,20240309,1300,225,1625,3050
30651,長榮航空,KIX,20240309,630,225,955,3051
5695,馬印航空,KIX,20240310,715,220,1035,3052
5810,樂桃,KIX,20240310,1055,230,1425,3053
6699,台灣虎航,KIX,20240310,700,225,1025,3054
6562,Thai VietJet Air,KIX,20240310,750,225,1115,3055
6410,樂桃,KIX,20240310,1425,230,1755,3056
5810,樂桃,KIX,20240310,1840,230,2210,3057
9248,長榮航空,KIX,20240310,630,225,955,3058
9667,STARLUX Airlines星宇航空,KIX,20240310,920,230,1250,3059
8885,中華航空,KIX,20240310,1420,225,1745,3060
9561,中華航空,KIX,20240310,950,230,1320,3061
9561,中華航空,KIX,20240310,810,225,1135,3062
9561,STARLUX Airlines星宇航空,KIX,20240310,740,230,1110,3063
9801,國泰航空,KIX,20240310,1115,230,1445,3064
10596,長榮航空,KIX,20240310,830,225,1155,3065
14357,長榮航空,KIX,20240310,1300,225,1625,3066
23786,中華航空,KIX,20240310,1420,225,1745,3067
23786,中華航空,KIX,20240310,810,225,1135,3068
23786,中華航空,KIX,20240310,950,230,1320,3069
30660,長榮航空,KIX,20240310,830,225,1155,3070
30660,長榮航空,KIX,20240310,1300,225,1625,3071
30660,長榮航空,KIX,20240310,630,225,955,3072
